TeamPlayers1TeamId,TeamPlayers1ID,TeamPlayers1ProfileImageVersion,TeamPlayers1DisplayName,TeamPlayers1DisplayNameLastFirst,TeamPlayers1Username,TeamPlayers1DiscordUsername,TeamPlayers1FirstName,TeamPlayers1LastName,TeamPlayers1Name,TeamPlayers1NameLastFirst,TeamPlayers1LanguageDescription,TeamPlayers1PronounsDescription,TeamID,TeamName,TeamStatusDescription,TeamIsActive,DateCreated,MatchingMethod,StandingsPublished,FinalTiebreaker,OpponentGameWinPercentage,OpponentMatchWinPercentage,TeamGameWinPercentage,GameCount,GameDraws,GameLosses,GameWins,MatchCount,MatchDraws,MatchLosses,MatchWins,OpponentCount,PhaseSortOrder,Points,Rank,RoundNumber,ID,PhaseId,RoundId,TeamId,TournamentId,FormatId,FormatName,PhaseName,MatchingMethodDescription,Round,Decklists1DecklistId,Decklists1PlayerId,Decklists1DecklistName,Decklists1Format,Decklists1FormatId,GameRecord,MatchRecord,FormatDescription
3291178,3276514,0,Stan Dupp,"Dupp, Stan",Master61941,,Stan,Dupp,Stan Dupp,"Dupp, Stan",Auto (English),,3291178,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291178.00000000,1.00000000,1.00000000,0.33333333,2,0,2,0,1,0,1,0,1,1,0,23,1,53011517,190737,674637,3291178,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,,,,,,0-2-0,0-1-0,Draft
3291180,3276516,0,Robin Banks,"Banks, Robin",StickEmUp64916,,Robin,Banks,Robin Banks,"Banks, Robin",Auto (English),,3291180,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291180.00000000,1.00000000,1.00000000,0.33333333,2,0,2,0,1,0,1,0,1,1,0,24,1,53011518,190737,674637,3291180,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,,,,,,0-2-0,0-1-0,Draft
3291185,3276521,0,Dan DeLine,"DeLine, Dan",Breezy45621,,Dan,DeLine,Dan DeLine,"DeLine, Dan",Auto (English),,3291185,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291185.00000000,1.00000000,1.00000000,0.33333333,2,0,2,0,1,0,1,0,1,1,0,25,1,53011519,190737,674637,3291185,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,782d05a7-13e0-40fc-a3e8-b30a00376589,3276521,"Darth Vader, Dark Lord of the Sith - Dagobah Swamp",Draft,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,0-2-0,0-1-0,Draft
3291186,3276522,0,Bennie Factor,"Factor, Bennie",Butts85649,,Bennie,Factor,Bennie Factor,"Factor, Bennie",Auto (English),,3291186,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291186.00000000,1.00000000,1.00000000,0.33333333,2,0,2,0,1,0,1,0,1,1,0,26,1,53011520,190737,674637,3291186,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,87240089-01ca-4ae4-bbba-b30a00369dfa,3276522,"Kylo Ren, Rash and Deadly - Catacombs of Cadera",Draft,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,0-2-0,0-1-0,Draft
3291187,3276523,0,Jane Doe,"Doe, Jane",JDoe12345,,Jane,Doe,Jane Doe,"Doe, Jane",Auto (English),,3291187,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291187.00000000,1.00000000,1.00000000,0.33333333,2,0,2,0,1,0,1,0,1,1,0,27,1,53011521,190737,674637,3291187,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,,,,,,0-2-0,0-1-0,Draft
3291202,3276538,0,John Smith,"Smith, John",JSmith12345,,John,Smith,John Smith,"Smith, John",Auto (English),,3291202,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291202.00000000,1.00000000,1.00000000,0.33333333,2,0,2,0,1,0,1,0,1,1,0,28,1,53011522,190737,674637,3291202,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,,,,,,0-2-0,0-1-0,Draft
3291204,3276540,0,Phoebe Buffay,"Buffay, Phoebe",SmellyCat51846,,Phoebe,Buffay,Phoebe Buffay,"Buffay, Phoebe",Auto (English),,3291204,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291204.00000000,1.00000000,1.00000000,0.33333333,2,0,2,0,1,0,1,0,1,1,0,29,1,53011523,190737,674637,3291204,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,,,,,,0-2-0,0-1-0,Draft
3291206,3276542,0,Captian Hook,"Hook, Captian",JollyRoger47921,,Captian,Hook,Captian Hook,"Hook, Captian",Auto (English),,3291206,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291206.00000000,1.00000000,1.00000000,0.33333333,2,0,2,0,1,0,1,0,1,1,0,30,1,53011524,190737,674637,3291206,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,a2cbd465-86bb-4a02-8d75-b30a00370466,3276542,"Iden Versio, Inferno Squad Commander - Energy Conversion Lab",Draft,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,0-2-0,0-1-0,Draft
3291211,3276547,0,Ross Geller,"Geller, Ross",DinoMan62184,,Ross,Geller,Ross Geller,"Geller, Ross",Auto (English),,3291211,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291211.00000000,1.00000000,1.00000000,0.33333333,2,0,2,0,1,0,1,0,1,1,0,31,1,53011525,190737,674637,3291211,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,,,,,,0-2-0,0-1-0,Draft
3291177,3276513,0,Jack Sparrow,"Sparrow, Jack",Arrggh80085,,Jack,Sparrow,Jack Sparrow,"Sparrow, Jack",Auto (English),,3291177,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291177.00000000,0.66666667,1.00000000,0.33333333,3,0,2,1,1,0,1,0,1,1,0,32,1,53011526,190737,674637,3291177,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,,,,,,1-2-0,0-1-0,Draft
3291181,3276517,0,Doug Holez,"Holez, Doug",GraveMan85413,,Doug,Holez,Doug Holez,"Holez, Doug",Auto (English),,3291181,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291181.00000000,0.66666667,1.00000000,0.33333333,3,0,2,1,1,0,1,0,1,1,0,33,1,53011527,190737,674637,3291181,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,,,,,,1-2-0,0-1-0,Draft
3291194,3276530,0,Mickey Mouse,"Mouse, Mickey",mMouse12345,,Mickey,Mouse,Mickey Mouse,"Mouse, Mickey",Auto (English),,3291194,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291194.00000000,0.66666667,1.00000000,0.33333333,3,0,2,1,1,0,1,0,1,1,0,34,1,53011528,190737,674637,3291194,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,,,,,,1-2-0,0-1-0,Draft
3291199,3276535,0,Minni Mouse,"Mouse, Minni",Mouse45612,,Minni,Mouse,Minni Mouse,"Mouse, Minni",Auto (English),,3291199,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291199.00000000,0.66666667,1.00000000,0.33333333,3,0,2,1,1,0,1,0,1,1,0,35,1,53011529,190737,674637,3291199,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,,,,,,1-2-0,0-1-0,Draft
3291200,3276536,0,Bat Man,"Man, Bat",ImBatMan26795,,Bat,Man,Bat Man,"Man, Bat",Auto (English),,3291200,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291200.00000000,0.66666667,1.00000000,0.33333333,3,0,2,1,1,0,1,0,1,1,0,36,1,53011530,190737,674637,3291200,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,e6d6fcca-3bba-4e54-ab8d-b30a0035eacf,3276536,"Rey, More Than A Scavenger - Tarkintown",Draft,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,1-2-0,0-1-0,Draft
3291201,3276537,0,Joey Tribbiani,"Tribbiani, Joey",HowUDoin69696,,Joey,Tribbiani,Joey Tribbiani,"Tribbiani, Joey",Auto (English),,3291201,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291201.00000000,0.66666667,1.00000000,0.33333333,3,0,2,1,1,0,1,0,1,1,0,37,1,53011531,190737,674637,3291201,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,,,,,,1-2-0,0-1-0,Draft
3291207,3276543,0,Peter Pan,"Pan, Peter",Pan28946,,Peter,Pan,Peter Pan,"Pan, Peter",Auto (English),,3291207,,Active,True,6/28/2025 3:24:43 AM,Swiss,True,3291207.00000000,0.66666667,1.00000000,0.33333333,3,0,2,1,1,0,1,0,1,1,0,38,1,53011532,190737,674637,3291207,194241,c36b85f2-fc6d-4d07-a3c3-f2c926d818aa,Draft,,Swiss,Round 1,,,,,,1-2-0,0-1-0,Draft
